HOTEL,HOTEL.TURISTICO.EL.REFUGIO.DEL.LEON.EMPRESA.INDIVIDUAL.DE.RESPONSABILIDAD.LIMITADA,,
HOTEL,HOTEL.3.ALFREDOïS.S.C.R.LTDA,,
HOTEL,HOTEL.WILSON.EIRL,,
HOTEL,HOTEL.LUCHETTY.E.I.R.L.,,
HOTEL,TOURS.HOTEL.CASABLANCA.SCRLTDA,,
HOTEL,NESSUS.HOTELES.PERU.S.A.,,
HOTEL,TAJIMAT.PLAZA.HOTEL.E.I.R.L.,,
HOTEL,HOTEL.NIEVA.E.I.R.L,,
HOTEL,HOTEL.BAGUA.GRANDE.E.I.R.L.,,
HOTEL,HOTEL.ADRIA'N.E.I.R.LTDA,,
HOTEL,HOTEL.EL.EDEN.E.I.R.L,,
HOTEL,HOTEL.SOL.DEL.VALLE.EMPRESA.INVIDUAL.DE.RESPONSABILIDAD.LIMITADA,,
HOTEL,HOTEL.GOCTA.SOCIEDAD.COMERCIAL.DE.RESPONSABILIDAD.LIMITADA,,
HOTEL,HOTEL.NIEVA.E.I.R.L,,
HOTEL,GRAN.HOTEL.HUAYHUASH.E.I.R.L.,,
HOTEL,HOTEL.EL.PUEBLO.HUALLANCA.E.I.R.L.,,
HOTEL,EMPRESA.HOTELERA.ALPAMAYO.PERU.E.I.R.L,,
HOTEL,INVERSIONES.HOTELERIA.Y.TURISMO.S.A.C.,,
HOTEL,CASABLANCA.HOTEL.S.R.LTDA.,,
HOTEL,HOTEL.VALENCIA.E.I.R.L,,
HOTEL,EMPRESA.HOTELERA.GOLDEN.E.I.R.L..-.EHG.E.I.R.L.,,
HOTEL,EMPRESA.HOTELERA.PIERO.E.I.R.LTDA.,,
HOTEL,LAS.TEJAS.HOTEL.PERU.E.I.R.L.,,
HOTEL,EMPRESA.HOTELERA.EL.TUMI.SCRL,,
HOTEL,HOTEL.LA.JOYA.SAC,,
HOTEL,HOTEL.CUNA.DE.ORO.S.A.C.,,
HOTEL,EMPRESA.HOTELERA.VALENCIA.II.EIRL,,
HOTEL,LAS.VEGAS.HOTEL.E.I.R.L.,,
HOTEL,CONSORCIO.HOTELERA.MIRANDA.S.A.C,,
HOTEL,HOTELES.LUXOR.S.A.C.,,
HOTEL,INVERSIONES.HOTELERAS.E.I.R.L.,,
HOTEL,HOTEL.BUENOS.AIRES.S.R.L.,,
HOTEL,CONSORCIO.HOTELERA.MIRANDA.S.A.C,,
HOTEL,GIRECA.HOTELES.S.A.C.,,
HOTEL,HOTELES.Y.TURISMO.ABANCAY.E.I.R.LTDA.,,
HOTEL,IMPERIO.CHANKA.HOTEL.S.A.C.,,
HOTEL,SAMAY.WASI.HOTEL.CHALHUANCA.S.A.C.,,
HOTEL,HOTEL.ANDINO.LAS.BAMBAS.SOCIEDAD.COMERCIAL.DE.RESPONSABILIDAD.LIMITADA-HOTEL.ANDINO.LAS.BAMBAS.S.R.L,,
HOTEL,PLM.HOTELES.E.I.R.L.,,
HOTEL,HOTEL.COLONIAL.LOS.ANGELES.E.I.R.L.,,
